0	13	1
0	47	1
0	24	1
0	11	1
1	15	1
1	43	1
1	23	1
1	38	1
1	20	1
1	6	1
1	42	1
1	2	1
1	10	1
1	35	1
1	37	1
1	48	1
1	7	1
2	15	1
2	33	1
2	23	1
2	28	1
2	38	1
2	35	1
2	46	1
2	4	1
2	12	1
3	49	1
3	21	1
3	11	1
4	15	1
4	33	1
4	23	1
4	28	1
4	38	1
4	35	1
4	46	1
4	12	1
5	15	1
5	7	1
5	36	1
7	38	1
8	15	1
8	17	1
8	23	1
8	44	1
8	38	1
8	34	1
8	30	1
8	37	1
9	13	1
9	35	1
10	49	1
10	20	1
10	36	1
10	37	1
11	15	1
11	49	1
11	23	1
11	38	1
11	35	1
11	43	1
11	22	1
11	32	1
11	12	1
11	37	1
12	15	1
12	33	1
12	49	1
12	23	1
12	28	1
12	38	1
12	45	1
12	25	1
12	35	1
12	46	1
13	36	1
13	22	1
13	45	1
14	48	1
15	40	1
15	48	1
15	46	1
15	43	1
15	29	1
15	20	1
15	19	1
15	25	1
15	23	1
15	49	1
15	33	1
15	17	1
15	28	1
15	41	1
15	21	1
15	37	1
15	38	1
16	35	1
16	37	1
18	38	1
20	37	1
20	45	1
21	26	1
21	39	1
21	36	1
21	29	1
22	44	1
22	36	1
23	33	1
23	49	1
23	35	1
23	24	1
23	42	1
23	43	1
23	28	1
23	48	1
23	38	1
23	37	1
23	25	1
23	46	1
23	41	1
24	47	1
24	49	1
24	44	1
24	38	1
24	34	1
24	48	1
25	49	1
25	42	1
25	38	1
25	35	1
25	48	1
25	41	1
25	37	1
25	43	1
26	39	1
26	43	1
26	37	1
27	42	1
27	36	1
28	33	1
28	38	1
28	46	1
30	36	1
31	36	1
33	35	1
33	38	1
33	46	1
34	36	1
35	39	1
35	44	1
35	48	1
35	37	1
36	40	1
36	45	1
37	49	1
37	38	1
37	41	1
37	43	1
37	48	1
38	49	1
38	41	1
38	48	1
38	43	1
38	46	1
41	49	1
41	43	1
41	48	1
42	43	1
43	49	1
43	48	1
45	49	1
48	49	1
