0	1	1
0	198	1
0	371	1
0	17	1
0	661	1
0	257	1
0	654	1
0	670	1
0	687	1
0	149	1
0	421	1
0	304	1
0	194	1
0	594	1
0	109	1
0	341	1
0	277	1
0	428	1
0	361	1
0	534	1
0	444	1
0	217	1
0	187	1
0	635	1
0	450	1
0	271	1
0	592	1
0	782	1
0	616	1
0	347	1
0	579	1
0	166	1
0	734	1
0	40	1
0	104	1
0	29	1
0	70	1
0	431	1
0	802	1
0	268	1
0	481	1
0	563	1
0	718	1
0	767	1
0	360	1
0	870	1
0	94	1
0	4	1
0	150	1
0	136	1
0	240	1
0	319	1
0	835	1
0	875	1
0	334	1
0	662	1
0	363	1
0	73	1
0	170	1
0	712	1
0	287	1
0	758	1
0	707	1
0	523	1
0	517	1
0	114	1
0	593	1
0	837	1
0	423	1
0	577	1
0	829	1
0	47	1
0	478	1
0	224	1
0	453	1
0	215	1
0	122	1
0	695	1
0	37	1
0	111	1
0	774	1
0	157	1
0	239	1
0	526	1
0	231	1
0	550	1
0	405	1
0	283	1
0	69	1
0	127	1
0	68	1
0	430	1
0	564	1
0	389	1
0	589	1
0	121	1
0	610	1
0	278	1
0	831	1
0	182	1
0	508	1
0	397	1
0	930	1
0	614	1
0	525	1
1	751	1
1	826	1
1	361	1
1	211	1
1	661	1
1	378	1
1	215	1
1	72	1
1	574	1
1	876	1
1	150	1
1	70	1
1	18	1
1	523	1
1	240	1
1	57	1
1	231	1
2	238	1
2	437	1
2	175	1
2	104	1
2	566	1
2	121	1
2	271	1
2	364	1
2	57	1
2	189	1
2	904	1
2	99	1
2	528	1
2	177	1
2	359	1
2	187	1
2	742	1
2	329	1
2	687	1
2	111	1
2	943	1
2	363	1
2	357	1
2	976	1
2	425	1
2	967	1
2	462	1
2	171	1
2	805	1
2	670	1
2	286	1
2	330	1
2	370	1
2	525	1
2	580	1
2	846	1
2	787	1
2	637	1
2	206	1
2	231	1
2	144	1
2	471	1
2	147	1
2	319	1
2	347	1
2	190	1
2	212	1
2	109	1
2	661	1
2	87	1
2	475	1
2	192	1
2	226	1
2	76	1
2	75	1
2	565	1
2	708	1
2	599	1
2	530	1
2	630	1
2	579	1
2	388	1
2	69	1
2	722	1
2	290	1
2	71	1
2	478	1
2	984	1
2	280	1
2	383	1
2	826	1
2	223	1
2	65	1
2	830	1
2	880	1
2	643	1
2	405	1
2	176	1
2	688	1
2	163	1
2	183	1
2	930	1
2	166	1
2	54	1
2	577	1
2	130	1
2	576	1
2	524	1
2	782	1
2	151	1
2	37	1
2	431	1
2	457	1
2	140	1
2	264	1
2	849	1
3	4	1
3	181	1
3	353	1
3	401	1
3	427	1
3	175	1
3	455	1
3	510	1
3	236	1
3	610	1
3	897	1
3	237	1
3	461	1
3	325	1
3	474	1
3	743	1
3	386	1
3	217	1
3	829	1
